person_unique_id,job_id,panel_number,round_number,insurance_offered,temporary_job,salaried_employee,hourly_wage,hours_per_week
2684035101,26840351013101,26,3,No,Inapplicable,No,12.0,16.0
2684035101,26840351014101,26,4,No,Inapplicable,No,12.0,16.0
2684035101,26840351015101,26,5,No,Inapplicable,Inapplicable,Inapplicable,16.0
2684035102,26840351023102,26,3,Inapplicable,Inapplicable,No,18.0,40.0
2684035102,26840351024102,26,4,Inapplicable,Inapplicable,No,18.0,40.0
2684035102,26840351025102,26,5,Inapplicable,Inapplicable,No,18.0,40.0
2684035104,26840351043103,26,3,No,Inapplicable,No,17.0,32.0
2684035104,26840351044103,26,4,No,Inapplicable,No,18.25,32.0
2684035104,26840351045103,26,5,No,Inapplicable,No,18.25,32.0
2684038101,26840381013101,26,3,Inapplicable,Inapplicable,Inapplicable,Inapplicable,40.0
2684038102,26840381023102,26,3,Inapplicable,No,Yes,Don't know,40.0
2684038102,26840381024102,26,4,Inapplicable,Inapplicable,Yes,Don't know,40.0
2684038102,26840381025102,26,5,Inapplicable,Inapplicable,Yes,Don't know,40.0
2684041101,26840411013102,26,3,Inapplicable,Inapplicable,No,Refused,40.0
2684041101,26840411014102,26,4,Inapplicable,Inapplicable,Inapplicable,Inapplicable,40.0
2684041101,26840411014108,26,4,Inapplicable,No,No,29.25,45.0
2684041101,26840411014109,26,4,Inapplicable,No,Yes,Inapplicable,40.0
2684041101,26840411015108,26,5,Inapplicable,Inapplicable,No,29.25,45.0
2684041102,26840411023101,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2684041102,26840411024101,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2684041102,26840411025101,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2684041103,26840411033103,26,3,No,Inapplicable,Inapplicable,Inapplicable,20.0
2684041103,26840411033107,26,3,No,No,No,Don't know,25.0
2684041103,26840411034107,26,4,No,Inapplicable,No,Don't know,25.0
2684041103,26840411035107,26,5,No,Inapplicable,No,Don't know,25.0
2684049101,26840491013101,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,48.0
2684049101,26840491013102,26,3,No,Inapplicable,Inapplicable,Inapplicable,1.0
2684049101,26840491013103,26,3,No,Inapplicable,Inapplicable,Inapplicable,8.0
2684049101,26840491014101,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,48.0
2684049101,26840491014102,26,4,No,Inapplicable,Inapplicable,Inapplicable,1.0
2684049101,26840491015101,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,48.0
2684049101,26840491015102,26,5,No,Inapplicable,Inapplicable,Inapplicable,1.0
2684060101,26840601013104,26,3,No,Inapplicable,Inapplicable,Inapplicable,40.0
2684060101,26840601014104,26,4,No,Inapplicable,Inapplicable,Inapplicable,40.0
2684060102,26840601023101,26,3,No,Inapplicable,Inapplicable,Inapplicable,40.0
2684060102,26840601024101,26,4,No,Inapplicable,Inapplicable,Inapplicable,40.0
2684060102,26840601025101,26,5,No,Inapplicable,Inapplicable,Inapplicable,40.0
2684060104,26840601043103,26,3,No,Inapplicable,Inapplicable,Inapplicable,40.0
2684063101,26840631013101,26,3,Yes,Inapplicable,No,17.0,40.0
2684063101,26840631014101,26,4,Yes,Inapplicable,No,17.0,40.0
2684063101,26840631015101,26,5,Yes,Inapplicable,No,17.1,40.0
2684064101,26840641013102,26,3,Inapplicable,Inapplicable,No,Don't know,40.0
2684064101,26840641014102,26,4,Inapplicable,Inapplicable,No,Don't know,40.0
2684064101,26840641015102,26,5,Inapplicable,Inapplicable,No,Don't know,40.0
2684064103,26840641033103,26,3,Inapplicable,Inapplicable,Don't know,Don't know,40.0
2684064103,26840641034103,26,4,Inapplicable,Inapplicable,Don't know,Don't know,40.0
2684064103,26840641035103,26,5,Inapplicable,Inapplicable,Don't know,Don't know,40.0
2684069101,26840691013101,26,3,Don't know,Inapplicable,Yes,Inapplicable,45.0
2684069101,26840691014101,26,4,Don't know,Inapplicable,Yes,Inapplicable,45.0
2684069101,26840691015101,26,5,Don't know,Inapplicable,Yes,Inapplicable,45.0
2684069102,26840691023102,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,60.0
2684069102,26840691024102,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,60.0
2684069102,26840691025102,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,60.0
2684078103,26840781033101,26,3,Inapplicable,Inapplicable,Inapplicable,Inapplicable,40.0
2684078103,26840781033104,26,3,Yes,No,No,34.0,40.0
2684078103,26840781034104,26,4,Yes,Inapplicable,Inapplicable,Inapplicable,40.0
2684078103,26840781034105,26,4,Inapplicable,No,No,38.0,40.0
2684078103,26840781035105,26,5,Inapplicable,Inapplicable,No,38.0,40.0
2684079101,26840791013102,26,3,Inapplicable,Inapplicable,No,20.0,40.0
2684079101,26840791014102,26,4,Inapplicable,Inapplicable,No,20.0,40.0
2684079101,26840791015102,26,5,Inapplicable,Inapplicable,No,20.0,40.0
2684079103,26840791033202,26,3,Yes,Inapplicable,No,20.15,35.0
2684079103,26840791033203,26,3,No,Inapplicable,Inapplicable,Inapplicable,1.0
2684079103,26840791033204,26,3,No,No,Inapplicable,Inapplicable,5.0
2684079103,26840791034202,26,4,Yes,Inapplicable,Unknown/Not reported,Inapplicable,35.0
2684079103,26840791034204,26,4,No,Inapplicable,Inapplicable,Inapplicable,5.0
2684079103,26840791035202,26,5,Yes,Inapplicable,Unknown/Not reported,Inapplicable,35.0
2684079103,26840791035204,26,5,No,Inapplicable,Inapplicable,Inapplicable,5.0
2684090101,26840901013101,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2684090101,26840901014101,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2684090101,26840901015101,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2684095101,26840951013101,26,3,Yes,Inapplicable,No,16.44,40.0
2684095101,26840951014101,26,4,Yes,Inapplicable,No,17.44,40.0
2684095101,26840951015101,26,5,Yes,Inapplicable,No,17.44,40.0
2684095102,26840951023102,26,3,Inapplicable,Inapplicable,No,23.0,40.0
2684095102,26840951024102,26,4,Inapplicable,Inapplicable,No,23.0,40.0
2684095102,26840951025102,26,5,Inapplicable,Inapplicable,No,23.0,40.0
2684096101,26840961013101,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2684096101,26840961014101,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2684096101,26840961015101,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2684096102,26840961023102,26,3,Inapplicable,Inapplicable,Inapplicable,Inapplicable,Don't know
2684096102,26840961024102,26,4,Inapplicable,Inapplicable,Inapplicable,Inapplicable,Don't know
2684096102,26840961025103,26,5,Inapplicable,No,Inapplicable,Inapplicable,72.0
2684106101,26841061013103,26,3,No,Inapplicable,Inapplicable,Inapplicable,40.0
2684106101,26841061013104,26,3,No,Inapplicable,Inapplicable,Inapplicable,40.0
2684106101,26841061014103,26,4,No,Inapplicable,Inapplicable,Inapplicable,40.0
2684106101,26841061014104,26,4,No,Inapplicable,Inapplicable,Inapplicable,40.0
2684106101,26841061015103,26,5,No,Inapplicable,Inapplicable,Inapplicable,40.0
2684106101,26841061015104,26,5,No,Inapplicable,Inapplicable,Inapplicable,40.0
2684110101,26841101013101,26,3,No,Inapplicable,Inapplicable,Inapplicable,Don't know
2684110101,26841101014101,26,4,No,Inapplicable,Inapplicable,Inapplicable,Don't know
2684110101,26841101015101,26,5,No,Inapplicable,Inapplicable,Inapplicable,Don't know
2684112101,26841121015102,26,5,No,No,Yes,Inapplicable,50.0
2684112101,26841121015103,26,5,No,No,Inapplicable,Inapplicable,10.0
2684112102,26841121025104,26,5,Inapplicable,No,Yes,Inapplicable,50.0
2684112103,26841121035105,26,5,No,No,Refused,Inapplicable,25.0
2684114101,26841141013101,26,3,No,Inapplicable,Inapplicable,Inapplicable,50.0
2684114101,26841141014101,26,4,No,Inapplicable,Inapplicable,Inapplicable,50.0
2684114101,26841141015101,26,5,No,Inapplicable,Inapplicable,Inapplicable,50.0
2684114102,26841141023102,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,50.0
2684114102,26841141024102,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,50.0
2684114102,26841141025102,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,50.0
2684114103,26841141033103,26,3,Inapplicable,Inapplicable,Inapplicable,Inapplicable,20.0
2684114103,26841141033105,26,3,No,No,No,16.0,30.0
2684114103,26841141033106,26,3,No,No,Inapplicable,Inapplicable,30.0
2684114103,26841141033107,26,3,No,Yes,No,17.0,25.0
2684114103,26841141034105,26,4,No,Inapplicable,No,16.5,30.0
2684114103,26841141034106,26,4,No,Inapplicable,Inapplicable,Inapplicable,30.0
2684114103,26841141035105,26,5,No,Inapplicable,No,17.5,30.0
2684114103,26841141035106,26,5,No,Inapplicable,Inapplicable,Inapplicable,30.0
2684114104,26841141043104,26,3,No,Inapplicable,Inapplicable,Inapplicable,6.0
2684114104,26841141044104,26,4,No,Inapplicable,Inapplicable,Inapplicable,6.0
2684114104,26841141045104,26,5,No,Inapplicable,Inapplicable,Inapplicable,6.0
2684115101,26841151013101,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2684115101,26841151014101,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2684115101,26841151015101,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2684115102,26841151023102,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2684115102,26841151024102,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2684115102,26841151025102,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2684123101,26841231013101,26,3,Inapplicable,Inapplicable,No,30.0,50.0
2684123101,26841231013102,26,3,No,Inapplicable,Inapplicable,Inapplicable,10.0
2684123101,26841231014101,26,4,Inapplicable,Inapplicable,No,30.0,50.0
2684123101,26841231014102,26,4,No,Inapplicable,Inapplicable,Inapplicable,10.0
2684123101,26841231015101,26,5,Inapplicable,Inapplicable,No,30.0,50.0
2684123101,26841231015102,26,5,No,Inapplicable,Inapplicable,Inapplicable,10.0
2684127101,26841271013101,26,3,Inapplicable,Inapplicable,No,16.0,40.0
2684127101,26841271014101,26,4,Inapplicable,Inapplicable,No,16.0,40.0
2684127101,26841271015101,26,5,Inapplicable,Inapplicable,No,16.62,40.0
2684127102,26841271023102,26,3,No,Inapplicable,Inapplicable,Inapplicable,60.0
2684127102,26841271024102,26,4,No,Inapplicable,Inapplicable,Inapplicable,60.0
2684127102,26841271025102,26,5,No,Inapplicable,Inapplicable,Inapplicable,60.0
2684128101,26841281013101,26,3,Inapplicable,Inapplicable,Unknown/Not reported,Inapplicable,Don't know
2684128101,26841281014101,26,4,Inapplicable,Inapplicable,Unknown/Not reported,Inapplicable,Don't know
2684128101,26841281015101,26,5,Inapplicable,Inapplicable,Unknown/Not reported,Inapplicable,Don't know
2684130101,26841301013101,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2684130101,26841301014101,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2684130101,26841301014102,26,4,Yes,Yes,Inapplicable,Inapplicable,20.0
2684130101,26841301015101,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2684130101,26841301015102,26,5,Yes,Inapplicable,Inapplicable,Inapplicable,20.0
2684131102,26841311023101,26,3,Yes,Inapplicable,No,15.0,60.0
2684131102,26841311024101,26,4,Yes,Inapplicable,No,15.0,60.0
2684131102,26841311025101,26,5,Yes,Inapplicable,No,15.0,60.0
2684133102,26841331023101,26,3,No,Inapplicable,Inapplicable,Inapplicable,45.0
2684133102,26841331024101,26,4,No,Inapplicable,Inapplicable,Inapplicable,45.0
2684133102,26841331025101,26,5,No,Inapplicable,Inapplicable,Inapplicable,45.0
2684134102,26841341023104,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,75.0
2684134102,26841341024104,26,4,Inapplicable,Inapplicable,Inapplicable,Inapplicable,75.0
2684134102,26841341025108,26,5,Inapplicable,No,Yes,Inapplicable,40.0
2684134103,26841341033101,26,3,Don't know,Inapplicable,Yes,Inapplicable,60.0
2684134103,26841341034101,26,4,Don't know,Inapplicable,Yes,Inapplicable,60.0
2684134103,26841341035101,26,5,Don't know,Inapplicable,Yes,Inapplicable,60.0
2684134105,26841341053107,26,3,No,Inapplicable,No,15.0,10.0
2684134105,26841341054107,26,4,No,Inapplicable,Inapplicable,Inapplicable,10.0
2684135101,26841351013101,26,3,No,Inapplicable,Inapplicable,Inapplicable,50.0
2684141101,26841411013101,26,3,Inapplicable,Inapplicable,No,44.0,40.0
2684141101,26841411014101,26,4,Inapplicable,Inapplicable,No,45.5,40.0
2684141101,26841411015101,26,5,Inapplicable,Inapplicable,No,45.5,40.0
2684145101,26841451013101,26,3,No,Inapplicable,Inapplicable,Inapplicable,40.0
2684145101,26841451014101,26,4,No,Inapplicable,Inapplicable,Inapplicable,40.0
2684145101,26841451015101,26,5,No,Inapplicable,Inapplicable,Inapplicable,40.0
2684145102,26841451023102,26,3,No,Inapplicable,Inapplicable,Inapplicable,40.0
2684145102,26841451024102,26,4,No,Inapplicable,Inapplicable,Inapplicable,40.0
2684145102,26841451025102,26,5,No,Inapplicable,Inapplicable,Inapplicable,40.0
2684149101,26841491013101,26,3,No,Inapplicable,Inapplicable,Inapplicable,40.0
2684149101,26841491014101,26,4,No,Inapplicable,Inapplicable,Inapplicable,40.0
2684149101,26841491015101,26,5,No,Inapplicable,Inapplicable,Inapplicable,40.0
2684150101,26841501013103,26,3,Yes,Inapplicable,Yes,Inapplicable,40.0
2684150101,26841501013104,26,3,Yes,Inapplicable,Inapplicable,Inapplicable,40.0
2684150101,26841501014103,26,4,Yes,Inapplicable,Yes,Inapplicable,40.0
2684150101,26841501015103,26,5,Yes,Inapplicable,Yes,Inapplicable,40.0
2684150102,26841501023101,26,3,Yes,Inapplicable,Yes,Inapplicable,40.0
2684150102,26841501024101,26,4,Yes,Inapplicable,Yes,Inapplicable,40.0
2684150102,26841501025101,26,5,Yes,Inapplicable,Yes,Inapplicable,40.0
2684151106,26841511065101,26,5,No,Inapplicable,Inapplicable,Inapplicable,Inapplicable
2684155101,26841551015104,26,5,No,No,No,16.0,14.0
2684156101,26841561013101,26,3,Inapplicable,Inapplicable,No,18.21,40.0
2684156101,26841561014101,26,4,Inapplicable,Inapplicable,No,19.96,40.0
2684156101,26841561015101,26,5,Inapplicable,Inapplicable,No,19.96,40.0
2684156102,26841561023102,26,3,No,Inapplicable,Inapplicable,Inapplicable,32.0
2684156102,26841561024102,26,4,No,Inapplicable,Inapplicable,Inapplicable,32.0
2684156102,26841561025102,26,5,No,Inapplicable,Inapplicable,Inapplicable,32.0
2684160102,26841601023102,26,3,Inapplicable,No,No,Refused,40.0
2684160102,26841601024102,26,4,Inapplicable,Inapplicable,Inapplicable,Inapplicable,40.0
2684166101,26841661013101,26,3,No,Inapplicable,No,8.5,53.0
2684166101,26841661014101,26,4,No,Inapplicable,Inapplicable,Inapplicable,53.0
2684166101,26841661014105,26,4,No,No,No,11.0,24.0
2684166101,26841661015105,26,5,No,Inapplicable,No,11.0,24.0
2684166102,26841661023104,26,3,Inapplicable,No,No,14.5,35.0
2684166102,26841661024104,26,4,Inapplicable,Inapplicable,No,14.5,35.0
2684166102,26841661025104,26,5,Inapplicable,Inapplicable,No,14.5,35.0
2684166103,26841661033103,26,3,Inapplicable,Inapplicable,No,Don't know,40.0
2684166103,26841661034103,26,4,Inapplicable,Inapplicable,No,Don't know,40.0
2684166103,26841661035103,26,5,Inapplicable,Inapplicable,No,Don't know,40.0
2684170101,26841701013101,26,3,Inapplicable,Inapplicable,No,19.5,40.0
2684170101,26841701014101,26,4,Inapplicable,Inapplicable,No,20.5,40.0
2684170101,26841701015101,26,5,Inapplicable,Inapplicable,No,20.5,40.0
2684170102,26841701023103,26,3,No,Inapplicable,No,24.0,40.0
2684170102,26841701024103,26,4,No,Inapplicable,No,25.0,40.0
2684170102,26841701025103,26,5,No,Inapplicable,No,25.0,40.0
2684175101,26841751013103,26,3,No,No,No,13.0,12.0
2684185101,26841851013101,26,3,Yes,Inapplicable,No,43.5,40.0
2684185101,26841851014101,26,4,Yes,Inapplicable,No,43.5,40.0
2684185101,26841851015101,26,5,Yes,Inapplicable,No,43.5,40.0
2684193101,26841931013101,26,3,Don't know,Inapplicable,Yes,Inapplicable,40.0
2684193101,26841931014101,26,4,Don't know,Inapplicable,Inapplicable,Inapplicable,40.0
2684193101,26841931015104,26,5,No,No,Yes,Inapplicable,45.0
2684193102,26841931023103,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2684193102,26841931024103,26,4,Inapplicable,Inapplicable,Inapplicable,Inapplicable,40.0
2684193102,26841931025105,26,5,Inapplicable,Refused,Refused,Inapplicable,Don't know
2684198101,26841981013101,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,45.0
2684198101,26841981014101,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,45.0
2684198101,26841981015101,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,45.0
2684206101,26842061013102,26,3,No,Inapplicable,No,14.0,20.0
2684206101,26842061014102,26,4,No,Inapplicable,No,14.0,20.0
2684206101,26842061015102,26,5,No,Inapplicable,No,14.0,20.0
2684207101,26842071013101,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2684207101,26842071014101,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2684207101,26842071015101,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2684213101,26842131013103,26,3,Inapplicable,Inapplicable,No,Don't know,40.0
2684213101,26842131014103,26,4,Inapplicable,Inapplicable,No,Don't know,40.0
2684213101,26842131015103,26,5,Inapplicable,Inapplicable,No,Don't know,40.0
2684213102,26842131023106,26,3,No,No,No,11.0,40.0
2684213102,26842131025109,26,5,No,No,No,14.5,40.0
2684213103,26842131033107,26,3,No,No,No,12.0,30.0
2684213104,26842131043108,26,3,No,No,No,13.0,25.0
2684213104,26842131044108,26,4,No,Inapplicable,Inapplicable,Inapplicable,25.0
2684213104,26842131045111,26,5,Inapplicable,No,No,Don't know,40.0
2684217101,26842171014101,26,4,Yes,No,No,9.0,32.0
2684217101,26842171015101,26,5,Yes,Inapplicable,Inapplicable,Inapplicable,32.0
2684217101,26842171015102,26,5,No,Yes,Unknown/Not reported,Inapplicable,20.0
2684232101,26842321013101,26,3,Inapplicable,Inapplicable,Inapplicable,Inapplicable,40.0
2684232101,26842321013103,26,3,Inapplicable,Inapplicable,Inapplicable,Inapplicable,40.0
2684232101,26842321013104,26,3,Yes,No,No,25.0,40.0
2684232101,26842321014104,26,4,Yes,Inapplicable,Inapplicable,Inapplicable,40.0
2684232101,26842321014105,26,4,Inapplicable,No,No,18.25,40.0
2684232101,26842321015105,26,5,Inapplicable,Inapplicable,No,18.25,40.0
2684232102,26842321023102,26,3,Inapplicable,Inapplicable,No,19.0,40.0
2684232102,26842321024102,26,4,Inapplicable,Inapplicable,No,22.0,40.0
2684232102,26842321025102,26,5,Inapplicable,Inapplicable,No,22.0,40.0
2684234101,26842341013101,26,3,No,Inapplicable,No,Don't know,15.0
2684234101,26842341013102,26,3,No,Inapplicable,Inapplicable,Inapplicable,3.0
2684234101,26842341014101,26,4,No,Inapplicable,No,Don't know,15.0
2684234101,26842341014102,26,4,No,Inapplicable,Inapplicable,Inapplicable,3.0
2684234101,26842341015101,26,5,No,Inapplicable,No,14.04,15.0
2684234101,26842341015102,26,5,No,Inapplicable,Inapplicable,Inapplicable,3.0
2684234102,26842341023103,26,3,Inapplicable,Inapplicable,No,14.0,50.0
2684234102,26842341024103,26,4,Inapplicable,Inapplicable,No,15.0,50.0
2684234102,26842341025103,26,5,Inapplicable,Inapplicable,Inapplicable,Inapplicable,50.0
2684234102,26842341025108,26,5,Inapplicable,No,No,15.0,50.0
2684237101,26842371013101,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2684237101,26842371014101,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2684237101,26842371015101,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2684237102,26842371023102,26,3,Yes,Inapplicable,Yes,Inapplicable,50.0
2684237102,26842371024102,26,4,Yes,Inapplicable,Yes,Inapplicable,50.0
2684237102,26842371025102,26,5,Yes,Inapplicable,Yes,Inapplicable,50.0
2684239101,26842391013101,26,3,Yes,Inapplicable,No,17.0,40.0
2684239101,26842391014101,26,4,Yes,Inapplicable,Inapplicable,Inapplicable,40.0
2684239101,26842391014103,26,4,No,Yes,No,20.0,40.0
2684239101,26842391015103,26,5,No,Inapplicable,No,20.0,40.0
2684243101,26842431013101,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2684243101,26842431014101,26,4,Inapplicable,Inapplicable,Yes,Don't know,40.0
2684243101,26842431015101,26,5,Inapplicable,Inapplicable,Yes,Don't know,40.0
2684244101,26842441013102,26,3,Yes,Inapplicable,Inapplicable,Inapplicable,45.0
2684244101,26842441013103,26,3,Inapplicable,No,No,26.0,45.0
2684244101,26842441014103,26,4,Inapplicable,Inapplicable,No,26.0,45.0
2684244101,26842441015103,26,5,Inapplicable,Inapplicable,No,26.0,45.0
2684249102,26842491023101,26,3,Inapplicable,Inapplicable,Refused,Inapplicable,50.0
2684249102,26842491024101,26,4,Inapplicable,Inapplicable,Refused,Inapplicable,50.0
2684249102,26842491025101,26,5,Inapplicable,Inapplicable,Refused,Inapplicable,50.0
2684249103,26842491033102,26,3,Inapplicable,Inapplicable,Refused,Inapplicable,40.0
2684249103,26842491034102,26,4,Inapplicable,Inapplicable,Refused,Inapplicable,40.0
2684249103,26842491035102,26,5,Inapplicable,Inapplicable,Refused,Inapplicable,40.0
2684252101,26842521013101,26,3,No,Inapplicable,No,55.0,6.0
2684252101,26842521013102,26,3,Inapplicable,Inapplicable,Inapplicable,Inapplicable,10.0
2684252101,26842521014101,26,4,No,Inapplicable,No,55.0,6.0
2684252101,26842521014102,26,4,Inapplicable,Inapplicable,Inapplicable,Inapplicable,10.0
2684252101,26842521015101,26,5,No,Inapplicable,No,55.0,6.0
2684252101,26842521015102,26,5,Inapplicable,Inapplicable,Inapplicable,Inapplicable,10.0
2684252102,26842521023103,26,3,No,Inapplicable,Inapplicable,Inapplicable,5.0
2684252102,26842521024103,26,4,No,Inapplicable,Inapplicable,Inapplicable,5.0
2684252102,26842521025103,26,5,No,Inapplicable,Inapplicable,Inapplicable,5.0
2684255101,26842551013101,26,3,Inapplicable,Inapplicable,No,21.0,40.0
2684255101,26842551013102,26,3,No,Inapplicable,Inapplicable,Inapplicable,10.0
2684255101,26842551014101,26,4,Inapplicable,Inapplicable,No,21.0,40.0
2684255101,26842551014102,26,4,No,Inapplicable,Inapplicable,Inapplicable,10.0
2684255101,26842551015101,26,5,Inapplicable,Inapplicable,No,21.0,40.0
2684255101,26842551015102,26,5,No,Inapplicable,Inapplicable,Inapplicable,10.0
2684256104,26842561043103,26,3,No,Inapplicable,No,17.0,40.0
2684256104,26842561044103,26,4,No,Inapplicable,No,17.0,40.0
2684256104,26842561045103,26,5,No,Inapplicable,No,Don't know,40.0
2684260101,26842601013101,26,3,No,Inapplicable,Inapplicable,Inapplicable,50.0
2684260101,26842601014101,26,4,No,Inapplicable,Inapplicable,Inapplicable,50.0
2684260101,26842601015101,26,5,No,Inapplicable,Inapplicable,Inapplicable,50.0
2684272101,26842721013101,26,3,Inapplicable,Inapplicable,No,21.0,40.0
2684272101,26842721014101,26,4,Inapplicable,Inapplicable,No,21.7,40.0
2684272101,26842721015101,26,5,Inapplicable,Inapplicable,No,21.7,40.0
2684272102,26842721023102,26,3,Yes,Inapplicable,No,22.0,40.0
2684272102,26842721024102,26,4,Yes,Inapplicable,No,22.7,40.0
2684272102,26842721025102,26,5,Yes,Inapplicable,No,22.7,40.0
2684273101,26842731013101,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,45.0
2684273101,26842731014101,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,45.0
2684273101,26842731015101,26,5,Inapplicable,Inapplicable,Inapplicable,Inapplicable,45.0
2684273101,26842731015105,26,5,Inapplicable,No,Yes,Inapplicable,45.0
2684273102,26842731023103,26,3,Yes,Inapplicable,Inapplicable,Inapplicable,65.0
2684273102,26842731023104,26,3,Yes,No,Yes,Inapplicable,45.0
2684273102,26842731024104,26,4,Yes,Inapplicable,Yes,Inapplicable,45.0
2684273102,26842731025104,26,5,Yes,Inapplicable,Yes,Inapplicable,45.0
2684275101,26842751013103,26,3,Yes,No,No,15.5,15.0
2684275101,26842751014103,26,4,Yes,Inapplicable,No,15.5,15.0
2684275101,26842751015103,26,5,Yes,Inapplicable,No,15.5,15.0
2684285101,26842851013101,26,3,No,Inapplicable,No,14.0,40.0
2684285101,26842851013102,26,3,No,Inapplicable,Inapplicable,Inapplicable,4.0
2684285101,26842851013103,26,3,No,Inapplicable,Inapplicable,Inapplicable,8.0
2684285101,26842851013104,26,3,Inapplicable,No,No,26.0,40.0
2684285101,26842851014101,26,4,No,Inapplicable,Inapplicable,Inapplicable,40.0
2684285101,26842851014102,26,4,No,Inapplicable,Inapplicable,Inapplicable,4.0
2684285101,26842851014104,26,4,Inapplicable,Inapplicable,No,26.0,40.0
2684285101,26842851015101,26,5,No,Inapplicable,Inapplicable,Inapplicable,40.0
2684285101,26842851015102,26,5,No,Inapplicable,Inapplicable,Inapplicable,4.0
2684285101,26842851015104,26,5,Inapplicable,Inapplicable,No,26.0,40.0
2684286101,26842861013102,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,35.0
2684286101,26842861014102,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,35.0
2684286101,26842861015102,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,35.0
2684286102,26842861023101,26,3,No,Inapplicable,Inapplicable,Inapplicable,50.0
2684286102,26842861024101,26,4,No,Inapplicable,Inapplicable,Inapplicable,50.0
2684286102,26842861025101,26,5,No,Inapplicable,Inapplicable,Inapplicable,50.0
2684288101,26842881014102,26,4,No,Yes,Inapplicable,Inapplicable,30.0
2684288101,26842881015102,26,5,No,Inapplicable,Inapplicable,Inapplicable,30.0
2684288101,26842881015103,26,5,No,No,Inapplicable,Inapplicable,20.0
2684289101,26842891013101,26,3,No,Inapplicable,Unknown/Not reported,Inapplicable,80.0
2684289101,26842891014101,26,4,No,Inapplicable,Unknown/Not reported,Inapplicable,80.0
2684289101,26842891015101,26,5,No,Inapplicable,Unknown/Not reported,Inapplicable,80.0
2684289102,26842891023103,26,3,Don't know,Inapplicable,No,Don't know,32.0
2684289102,26842891024103,26,4,Don't know,Inapplicable,No,16.0,32.0
2684289102,26842891025103,26,5,Don't know,Inapplicable,No,16.0,32.0
2684290101,26842901013101,26,3,No,Inapplicable,Yes,Inapplicable,45.0
2684290101,26842901014101,26,4,No,Inapplicable,Inapplicable,Inapplicable,45.0
2684290101,26842901014102,26,4,No,No,Inapplicable,Inapplicable,25.0
2684290101,26842901015102,26,5,No,Inapplicable,Inapplicable,Inapplicable,25.0
2684291101,26842911013102,26,3,No,No,Yes,Inapplicable,20.0
2684291101,26842911014102,26,4,No,Inapplicable,Yes,Inapplicable,20.0
2684291101,26842911015102,26,5,No,Inapplicable,Yes,Inapplicable,20.0
2684300101,26843001015102,26,5,No,No,Yes,Don't know,60.0
2684307101,26843071013102,26,3,Inapplicable,Inapplicable,No,36.0,40.0
2684307101,26843071014102,26,4,Inapplicable,Inapplicable,No,36.0,40.0
2684307101,26843071015102,26,5,Inapplicable,Inapplicable,No,36.0,40.0
2684307102,26843071023101,26,3,No,Inapplicable,No,14.0,25.0
